,What is your age?,Current educational position?,Gender?,Your  current CGPA?,Your Higher Secondary School(H. SC) or A level or equivalent result?,At what age you had started playing games?,Do you play games on mobile or pc?,When you go to sleep?,Do you attend your morning class regularly?,The average time you spend playing games?,Which type of game you addict more?,Do you read newspaper?,Which type of game you played most?,How many time you spend with family and friend?,How you fill when you can not play game in whole day?,How you fill to complete game level?,If you didn't finish games last level what is your feeling?,Do you fill Fatigue?,Do you play games for stress relief?,Are you wearing glasses?
617,19,Bachelor Level,Male,3.01,4.0,18,PC,23,Yes,2,FREE FIRE,Regular,Paid,2,negative,Bored,No feeling,No,No,No
618,23,Bachelor Level,Female,2.19,3.35,21,Mobile,22,No,5,IGA,Regular,Paid,2,negative,Bored,No feeling,No,No,No
620,22,Bachelor Level,Female,3.0,3.65,20,Mobile,23,Yes,2,CALL OF DUTY,Not regular,Paid,4,positive,Bored,Excited to complete level,Yes,No,No
622,24,Bachelor Level,Female,2.56,4.13,20,PC,22,No,6,IGA,Regular,Paid,3,positive,Bored,No feeling,No,No,No
623,21,Bachelor Level,Male,2.0,3.82,21,PC,0,Yes,4,PES,Not regular,Non Paid,4,positive,Excited,No feeling,No,No,Yes
624,27,Master's Level,Male,4.0,4.72,20,PC,0,No,2,FREE FIRE,Not regular,Paid,4,positive,Bored,Excited to complete level,Yes,No,No
625,24,Bachelor Level,Female,3.5,4.0,21,Mobile,23,No,6,FREE FIRE,Not regular,Non Paid,4,negative,Bored,No feeling,No,No,Yes
626,28,Master's Level,Male,3.0,5.0,24,Mobile,22,Yes,5,COC,Regular,Non Paid,4,negative,Bored,Excited to complete level,Yes,No,No
627,26,Master's Level,Female,3.51,4.72,20,Mobile,2,No,2,COC,Regular,Non Paid,4,negative,Bored,Stressed,Yes,Yes,No
628,23,Bachelor Level,Female,4.0,4.0,21,PC,23,Yes,5,COC,Not regular,Paid,4,positive,Excited,Stressed,Yes,Yes,No
629,23,Bachelor Level,Female,3.0,5.0,20,PC,2,No,4,PUBG,Not regular,Paid,3,negative,Bored,Stressed,No,Yes,Yes
630,22,Bachelor Level,Female,4.0,2.74,19,PC,1,No,2,COC,Not regular,Paid,3,negative,Excited,No feeling,Yes,Yes,No
631,28,Master's Level,Male,2.6,4.46,24,Mobile,22,Yes,4,FIFA,Not regular,Non Paid,3,negative,Excited,Stressed,No,No,No
632,26,Master's Level,Female,3.52,5.0,21,PC,22,No,5,COC,Not regular,Paid,3,positive,Bored,Excited to complete level,No,No,Yes
633,18,Bachelor Level,Male,2.0,3.75,20,PC,1,No,3,CALL OF DUTY,Not regular,Non Paid,2,positive,Bored,Excited to complete level,Yes,Yes,Yes
634,19,Bachelor Level,Male,3.15,4.0,19,Mobile,22,No,5,FIFA,Regular,Non Paid,3,negative,Bored,Stressed,No,No,No
635,28,Master's Level,Male,3.23,4.54,22,PC,0,Yes,5,CALL OF DUTY,Regular,Paid,4,negative,Bored,Stressed,Yes,Yes,No
636,23,Bachelor Level,Female,2.0,4.0,19,Mobile,2,No,4,CALL OF DUTY,Not regular,Non Paid,3,negative,Excited,No feeling,No,Yes,Yes
637,27,Master's Level,Male,2.79,3.36,20,Mobile,0,Yes,2,PUBG,Not regular,Paid,2,negative,Bored,Excited to complete level,Yes,No,No
638,23,Bachelor Level,Female,3.2,4.9,18,PC,22,No,3,IGA,Regular,Paid,3,negative,Bored,Excited to complete level,No,No,Yes
639,21,Bachelor Level,Female,3.45,5.0,21,Mobile,2,Yes,6,COC,Not regular,Non Paid,3,negative,Bored,No feeling,No,Yes,No
640,26,Master's Level,Male,3.0,5.0,23,PC,1,Yes,3,FREE FIRE,Regular,Non Paid,3,positive,Excited,No feeling,Yes,Yes,Yes
641,20,Bachelor Level,Female,4.0,4.7,18,PC,23,Yes,2,FREE FIRE,Not regular,Non Paid,4,negative,Excited,No feeling,No,Yes,Yes
642,20,Bachelor Level,Female,2.0,4.02,18,PC,23,No,2,COC,Regular,Non Paid,2,negative,Excited,Stressed,Yes,Yes,No
643,22,Bachelor Level,Female,3.0,4.0,21,PC,23,Yes,6,FIFA,Not regular,Non Paid,2,negative,Bored,Excited to complete level,Yes,Yes,Yes
644,22,Bachelor Level,Male,2.09,3.0,18,Mobile,0,No,6,CALL OF DUTY,Regular,Non Paid,4,positive,Bored,Stressed,No,No,No
645,20,Bachelor Level,Female,3.37,4.5,19,Mobile,2,Yes,6,IGA,Regular,Non Paid,4,negative,Bored,No feeling,No,No,Yes
646,21,Bachelor Level,Female,3.0,5.0,20,PC,1,Yes,4,IGA,Not regular,Paid,3,negative,Excited,No feeling,No,Yes,Yes
647,28,Master's Level,Female,2.0,4.0,23,PC,2,No,4,COC,Regular,Paid,4,negative,Excited,No feeling,Yes,No,Yes
648,20,Bachelor Level,Female,3.04,4.8,19,Mobile,1,Yes,2,COC,Regular,Paid,2,negative,Bored,No feeling,Yes,Yes,Yes
649,23,Bachelor Level,Female,3.1,4.16,21,PC,2,Yes,3,CALL OF DUTY,Not regular,Paid,4,negative,Excited,Stressed,Yes,No,No
650,28,Master's Level,Female,2.5,3.9,24,Mobile,22,Yes,2,IGA,Regular,Paid,2,positive,Excited,Stressed,No,No,Yes
651,26,Master's Level,Male,2.0,3.23,22,Mobile,22,No,5,CALL OF DUTY,Not regular,Paid,3,positive,Bored,No feeling,No,No,No
652,19,Bachelor Level,Male,3.0,3.0,21,PC,1,Yes,3,PES,Regular,Paid,3,positive,Excited,No feeling,Yes,No,No
653,25,Master's Level,Male,4.0,2.96,24,Mobile,2,Yes,6,COC,Regular,Paid,2,negative,Excited,Stressed,Yes,No,Yes
654,25,Master's Level,Female,3.3,3.37,21,PC,2,No,3,FIFA,Not regular,Paid,3,positive,Bored,Stressed,Yes,No,Yes
655,23,Bachelor Level,Male,2.65,3.76,18,PC,1,Yes,6,CALL OF DUTY,Not regular,Paid,2,negative,Excited,Excited to complete level,Yes,No,No
656,27,Master's Level,Female,3.77,5.0,22,Mobile,0,Yes,2,FREE FIRE,Regular,Paid,4,positive,Bored,Excited to complete level,Yes,Yes,Yes
657,24,Bachelor Level,Female,3.01,4.0,19,PC,0,Yes,6,PUBG,Regular,Non Paid,2,negative,Bored,Excited to complete level,No,Yes,Yes
658,24,Bachelor Level,Female,2.41,5.0,20,PC,23,No,5,IGA,Not regular,Paid,2,positive,Bored,Excited to complete level,Yes,No,Yes
659,27,Master's Level,Female,4.0,5.0,22,Mobile,23,No,5,CALL OF DUTY,Regular,Non Paid,3,negative,Excited,Stressed,No,No,No
660,22,Bachelor Level,Female,3.0,3.0,19,Mobile,0,Yes,2,IGA,Regular,Paid,2,negative,Excited,Excited to complete level,Yes,Yes,No
661,18,Bachelor Level,Male,4.0,4.73,19,PC,22,No,3,FIFA,Not regular,Paid,2,negative,Excited,Excited to complete level,No,No,Yes
662,18,Bachelor Level,Female,2.53,3.03,18,PC,2,No,4,PES,Regular,Paid,2,negative,Bored,No feeling,Yes,No,Yes
663,22,Bachelor Level,Female,3.19,4.29,18,PC,1,No,4,IGA,Not regular,Non Paid,2,negative,Bored,No feeling,No,Yes,No
664,26,Master's Level,Male,3.0,4.15,22,Mobile,22,Yes,6,PES,Regular,Non Paid,4,negative,Bored,Stressed,Yes,No,No
665,19,Bachelor Level,Male,2.5,3.9,18,PC,23,Yes,4,PUBG,Regular,Paid,4,negative,Bored,Excited to complete level,No,Yes,No
666,27,Master's Level,Male,3.0,5.0,24,Mobile,23,No,4,PES,Not regular,Non Paid,4,negative,Excited,No feeling,No,No,Yes
667,18,Bachelor Level,Male,2.67,3.78,20,Mobile,1,Yes,3,PUBG,Not regular,Paid,3,negative,Excited,Stressed,No,No,Yes
668,24,Bachelor Level,Female,3.0,4.0,18,Mobile,23,Yes,4,PUBG,Not regular,Non Paid,4,negative,Excited,Excited to complete level,No,No,No
669,20,Bachelor Level,Male,3.0,4.23,20,Mobile,2,No,2,PES,Regular,Non Paid,4,negative,Excited,Excited to complete level,No,Yes,No
670,18,Bachelor Level,Female,3.67,3.17,18,Mobile,23,Yes,6,FIFA,Not regular,Non Paid,2,negative,Bored,Excited to complete level,No,Yes,No
671,24,Bachelor Level,Female,3.0,4.04,20,Mobile,22,No,5,CALL OF DUTY,Not regular,Paid,3,negative,Excited,Excited to complete level,Yes,Yes,No
672,24,Bachelor Level,Male,3.0,4.25,19,Mobile,2,No,5,FIFA,Not regular,Paid,3,negative,Bored,No feeling,Yes,Yes,Yes
673,18,Bachelor Level,Male,2.12,4.33,19,PC,1,Yes,6,CALL OF DUTY,Not regular,Non Paid,3,negative,Bored,Excited to complete level,Yes,Yes,No
674,26,Master's Level,Female,3.0,4.0,23,Mobile,1,No,5,CALL OF DUTY,Regular,Paid,2,positive,Bored,Stressed,Yes,Yes,Yes
675,19,Bachelor Level,Female,3.0,4.83,20,PC,22,No,6,PES,Regular,Paid,4,negative,Bored,No feeling,Yes,Yes,Yes
676,19,Bachelor Level,Female,3.0,4.2,19,PC,1,Yes,3,COC,Regular,Non Paid,2,positive,Excited,No feeling,No,Yes,No
677,27,Master's Level,Male,2.98,4.0,22,PC,0,Yes,2,FIFA,Not regular,Paid,2,negative,Bored,Stressed,Yes,Yes,Yes
678,24,Bachelor Level,Female,3.25,4.43,19,Mobile,23,Yes,4,CALL OF DUTY,Regular,Non Paid,4,negative,Bored,No feeling,Yes,No,No
679,22,Bachelor Level,Male,2.0,4.0,21,Mobile,23,Yes,3,FREE FIRE,Not regular,Paid,2,positive,Excited,Stressed,No,No,No
680,18,Bachelor Level,Female,3.75,5.0,20,Mobile,22,No,2,CALL OF DUTY,Regular,Paid,3,negative,Bored,Excited to complete level,No,Yes,No
681,26,Master's Level,Female,3.96,5.0,22,PC,1,No,2,IGA,Not regular,Paid,4,negative,Excited,Stressed,Yes,No,No
682,22,Bachelor Level,Male,2.9,4.5,19,PC,22,No,5,FREE FIRE,Not regular,Paid,4,negative,Bored,Excited to complete level,Yes,No,Yes
683,21,Bachelor Level,Male,3.0,4.55,19,Mobile,23,No,3,FREE FIRE,Regular,Paid,2,positive,Bored,No feeling,No,No,Yes
684,21,Bachelor Level,Female,2.88,5.0,21,PC,23,No,6,FIFA,Regular,Paid,3,negative,Excited,Stressed,No,Yes,Yes
685,26,Master's Level,Female,3.21,3.0,21,Mobile,22,No,3,CALL OF DUTY,Regular,Paid,2,negative,Bored,No feeling,No,No,No
686,20,Bachelor Level,Female,3.37,2.0,20,Mobile,1,Yes,5,PUBG,Not regular,Non Paid,4,negative,Bored,Excited to complete level,No,No,No
687,19,Bachelor Level,Male,3.0,4.0,19,Mobile,22,Yes,5,PES,Regular,Non Paid,2,negative,Excited,No feeling,No,Yes,Yes
688,26,Master's Level,Male,3.0,3.18,22,Mobile,1,Yes,3,IGA,Not regular,Paid,3,positive,Bored,Stressed,Yes,Yes,No
689,21,Bachelor Level,Female,3.77,4.21,20,Mobile,0,No,5,IGA,Regular,Non Paid,2,negative,Excited,Stressed,Yes,Yes,No
690,27,Master's Level,Male,3.12,4.0,21,Mobile,1,No,5,COC,Regular,Paid,2,positive,Bored,No feeling,No,Yes,No
691,24,Bachelor Level,Male,2.24,4.91,21,Mobile,1,Yes,3,FIFA,Not regular,Paid,4,negative,Bored,No feeling,No,Yes,No
692,27,Master's Level,Male,2.76,4.75,20,Mobile,22,No,6,IGA,Regular,Non Paid,3,negative,Bored,Excited to complete level,Yes,No,No
693,21,Bachelor Level,Male,3.77,5.0,18,PC,22,No,2,IGA,Not regular,Paid,2,negative,Excited,Stressed,Yes,Yes,Yes
694,18,Bachelor Level,Female,4.0,4.22,20,PC,1,No,2,CALL OF DUTY,Regular,Paid,2,positive,Bored,Excited to complete level,No,Yes,No
695,24,Bachelor Level,Male,3.0,4.0,18,Mobile,22,No,4,PUBG,Not regular,Non Paid,2,negative,Excited,No feeling,Yes,Yes,Yes
696,19,Bachelor Level,Female,3.19,5.0,19,Mobile,23,Yes,5,FIFA,Regular,Non Paid,3,negative,Bored,No feeling,No,No,Yes
697,20,Bachelor Level,Female,3.04,4.0,20,Mobile,1,No,3,FIFA,Not regular,Non Paid,3,negative,Excited,Stressed,No,Yes,No
698,27,Master's Level,Female,2.0,3.59,22,PC,22,No,4,COC,Regular,Non Paid,2,negative,Bored,No feeling,Yes,No,No
699,22,Bachelor Level,Female,4.0,5.0,21,PC,0,No,2,PUBG,Not regular,Non Paid,3,positive,Bored,Stressed,Yes,Yes,Yes
700,18,Bachelor Level,Male,3.0,4.31,21,PC,2,Yes,3,PUBG,Not regular,Non Paid,4,negative,Excited,No feeling,No,Yes,Yes
701,21,Bachelor Level,Female,2.3,3.0,19,PC,0,Yes,6,FREE FIRE,Not regular,Paid,3,negative,Bored,Stressed,Yes,Yes,No
702,24,Bachelor Level,Female,3.0,3.0,21,PC,22,Yes,6,IGA,Not regular,Non Paid,4,negative,Excited,Stressed,Yes,Yes,No
703,28,Master's Level,Male,2.75,4.0,23,PC,22,Yes,6,FIFA,Regular,Paid,2,positive,Bored,Stressed,Yes,No,Yes
704,18,Bachelor Level,Female,3.21,4.0,18,Mobile,1,No,5,CALL OF DUTY,Not regular,Non Paid,3,negative,Excited,Excited to complete level,No,No,No
705,20,Bachelor Level,Female,3.0,3.59,20,Mobile,23,No,2,IGA,Not regular,Non Paid,3,negative,Bored,Excited to complete level,Yes,Yes,Yes
706,18,Bachelor Level,Female,3.22,4.0,19,Mobile,23,No,6,FREE FIRE,Regular,Non Paid,4,negative,Excited,Stressed,No,Yes,No
707,20,Bachelor Level,Female,3.5,4.0,18,Mobile,22,Yes,2,FIFA,Not regular,Paid,4,negative,Excited,No feeling,Yes,Yes,Yes
708,19,Bachelor Level,Male,2.34,3.0,21,PC,23,Yes,3,FREE FIRE,Not regular,Non Paid,2,positive,Bored,No feeling,Yes,Yes,Yes
709,21,Bachelor Level,Male,3.62,4.78,18,PC,0,No,2,PUBG,Not regular,Non Paid,2,negative,Bored,No feeling,Yes,No,No
710,27,Master's Level,Male,3.33,5.0,20,Mobile,1,Yes,5,PES,Regular,Non Paid,4,positive,Excited,No feeling,No,No,Yes
711,26,Master's Level,Female,3.51,4.7,24,PC,2,No,5,PUBG,Not regular,Non Paid,3,negative,Bored,Stressed,Yes,No,No
712,23,Bachelor Level,Female,3.0,5.0,20,Mobile,1,Yes,6,COC,Not regular,Paid,3,negative,Excited,No feeling,No,No,Yes
713,24,Bachelor Level,Female,3.0,4.0,20,Mobile,22,Yes,3,IGA,Regular,Non Paid,2,positive,Bored,Excited to complete level,Yes,No,No
714,19,Bachelor Level,Male,4.0,3.38,19,Mobile,23,No,3,FIFA,Not regular,Paid,3,positive,Bored,Excited to complete level,No,No,Yes
715,23,Bachelor Level,Male,4.0,5.0,19,Mobile,23,Yes,6,FREE FIRE,Not regular,Paid,3,negative,Bored,No feeling,Yes,No,Yes
716,23,Bachelor Level,Male,3.02,5.0,18,PC,2,No,2,COC,Regular,Non Paid,4,negative,Excited,No feeling,Yes,No,Yes
717,21,Bachelor Level,Female,4.0,4.5,21,Mobile,0,Yes,4,PES,Not regular,Non Paid,4,negative,Excited,Stressed,Yes,Yes,No
718,21,Bachelor Level,Female,3.16,5.0,19,PC,2,No,2,IGA,Regular,Paid,2,negative,Excited,Excited to complete level,Yes,No,Yes
719,26,Master's Level,Male,3.0,5.0,24,PC,23,Yes,4,FREE FIRE,Regular,Non Paid,4,negative,Excited,Excited to complete level,Yes,Yes,No
720,20,Bachelor Level,Male,2.0,4.0,21,Mobile,2,No,6,FREE FIRE,Not regular,Non Paid,2,negative,Excited,Stressed,No,No,Yes
721,22,Bachelor Level,Male,3.0,4.54,18,Mobile,22,No,6,IGA,Not regular,Non Paid,2,positive,Bored,Excited to complete level,Yes,Yes,No
722,27,Master's Level,Male,4.0,4.45,21,PC,22,No,3,IGA,Regular,Non Paid,4,positive,Bored,Excited to complete level,Yes,Yes,Yes
723,21,Bachelor Level,Male,3.0,4.14,19,Mobile,0,Yes,6,FIFA,Not regular,Paid,3,negative,Excited,Stressed,No,Yes,No
724,20,Bachelor Level,Male,3.0,5.0,19,PC,1,Yes,3,PUBG,Not regular,Paid,2,negative,Bored,Stressed,No,Yes,Yes
725,24,Bachelor Level,Female,2.23,4.0,18,PC,22,Yes,4,CALL OF DUTY,Regular,Non Paid,4,positive,Excited,Stressed,No,No,No
726,27,Master's Level,Female,2.09,4.15,20,PC,22,Yes,6,PUBG,Regular,Non Paid,2,negative,Bored,Stressed,No,Yes,Yes
727,21,Bachelor Level,Female,2.0,5.0,20,PC,23,Yes,6,PUBG,Regular,Paid,4,positive,Bored,Stressed,Yes,No,Yes
728,18,Bachelor Level,Female,3.7,3.0,20,PC,23,No,5,PES,Not regular,Non Paid,3,negative,Bored,No feeling,Yes,No,No
729,19,Bachelor Level,Male,3.0,3.47,18,PC,2,No,6,FIFA,Not regular,Non Paid,4,negative,Excited,Excited to complete level,No,No,No
730,18,Bachelor Level,Female,3.76,4.17,21,Mobile,1,Yes,2,FREE FIRE,Not regular,Non Paid,2,negative,Bored,Stressed,No,Yes,Yes
731,28,Master's Level,Male,3.35,4.36,21,PC,0,No,2,FIFA,Not regular,Paid,2,negative,Excited,Stressed,Yes,No,No
732,24,Bachelor Level,Female,3.0,4.0,19,PC,22,No,5,PES,Regular,Non Paid,2,negative,Bored,Excited to complete level,Yes,No,No
733,25,Master's Level,Female,3.99,5.0,23,Mobile,22,Yes,4,FIFA,Not regular,Paid,3,negative,Bored,No feeling,Yes,No,No
734,18,Bachelor Level,Male,2.0,3.8,19,Mobile,0,Yes,6,COC,Regular,Non Paid,4,positive,Excited,Stressed,No,No,No
735,28,Master's Level,Male,2.89,4.48,20,Mobile,2,Yes,5,PES,Not regular,Non Paid,4,negative,Bored,No feeling,No,Yes,No
736,18,Bachelor Level,Male,4.0,4.22,21,Mobile,0,No,3,FREE FIRE,Regular,Non Paid,4,negative,Bored,Stressed,No,No,No
737,19,Bachelor Level,Male,3.44,2.8,18,Mobile,22,No,6,FIFA,Not regular,Paid,4,positive,Excited,No feeling,No,Yes,Yes
738,22,Bachelor Level,Female,3.0,3.5,18,Mobile,2,No,4,CALL OF DUTY,Regular,Paid,2,negative,Bored,Excited to complete level,Yes,No,No
739,27,Master's Level,Male,3.98,5.0,22,PC,23,Yes,4,IGA,Not regular,Paid,2,negative,Excited,No feeling,No,No,No
740,24,Bachelor Level,Female,3.05,4.5,20,PC,1,Yes,6,PES,Regular,Paid,4,negative,Bored,Stressed,Yes,Yes,No
741,18,Bachelor Level,Male,2.31,3.0,20,PC,2,Yes,2,PUBG,Not regular,Non Paid,4,negative,Bored,Stressed,No,Yes,No
742,28,Master's Level,Female,3.82,4.65,20,Mobile,2,Yes,4,CALL OF DUTY,Not regular,Non Paid,4,positive,Bored,No feeling,No,No,Yes
743,19,Bachelor Level,Male,2.0,4.15,18,Mobile,2,No,6,PES,Not regular,Non Paid,2,negative,Bored,Stressed,No,No,Yes
744,27,Master's Level,Female,3.0,4.82,23,PC,2,No,2,FREE FIRE,Not regular,Paid,2,negative,Excited,Stressed,Yes,Yes,Yes
745,23,Bachelor Level,Male,2.77,4.71,18,Mobile,0,Yes,3,COC,Regular,Paid,2,negative,Excited,No feeling,No,Yes,No
746,24,Bachelor Level,Female,2.0,4.0,21,PC,2,Yes,3,PES,Not regular,Paid,3,negative,Bored,Stressed,Yes,No,Yes
747,21,Bachelor Level,Female,3.5,5.0,21,PC,2,Yes,4,CALL OF DUTY,Not regular,Non Paid,3,negative,Bored,Excited to complete level,Yes,Yes,No
748,22,Bachelor Level,Male,3.0,4.0,21,Mobile,0,No,2,PES,Not regular,Paid,2,negative,Excited,No feeling,No,No,No
749,21,Bachelor Level,Female,3.64,5.0,20,PC,23,No,2,CALL OF DUTY,Regular,Paid,4,positive,Bored,No feeling,No,Yes,Yes
750,19,Bachelor Level,Male,4.0,3.63,20,PC,23,No,5,FREE FIRE,Regular,Non Paid,3,negative,Excited,Stressed,No,Yes,No
751,25,Master's Level,Male,3.0,2.0,21,PC,23,Yes,5,COC,Regular,Non Paid,2,negative,Bored,Stressed,Yes,No,No
752,24,Bachelor Level,Female,3.0,4.0,18,PC,0,No,3,PUBG,Not regular,Paid,4,negative,Bored,No feeling,No,Yes,Yes
753,18,Bachelor Level,Female,3.0,4.0,19,Mobile,2,No,6,FIFA,Regular,Paid,4,negative,Excited,Excited to complete level,No,Yes,No
754,23,Bachelor Level,Male,3.0,4.08,19,Mobile,23,No,2,COC,Regular,Paid,4,negative,Excited,No feeling,No,Yes,No
755,28,Master's Level,Male,3.63,5.0,20,Mobile,23,No,2,COC,Regular,Non Paid,4,negative,Bored,Stressed,No,No,No
756,27,Master's Level,Female,3.21,4.0,21,PC,2,No,3,IGA,Regular,Non Paid,2,negative,Bored,Stressed,Yes,No,Yes
757,25,Master's Level,Male,2.04,3.0,22,Mobile,0,Yes,5,CALL OF DUTY,Not regular,Paid,4,negative,Excited,Excited to complete level,Yes,No,No
758,20,Bachelor Level,Female,3.5,5.0,18,Mobile,2,Yes,2,FIFA,Not regular,Non Paid,4,negative,Bored,Excited to complete level,No,Yes,Yes
759,28,Master's Level,Female,4.0,5.0,21,PC,0,Yes,2,COC,Not regular,Non Paid,4,negative,Bored,No feeling,No,No,No
760,23,Bachelor Level,Male,2.64,4.44,21,PC,1,Yes,2,CALL OF DUTY,Regular,Non Paid,2,positive,Bored,Stressed,Yes,No,No
761,25,Master's Level,Male,3.0,3.0,23,Mobile,1,No,6,IGA,Not regular,Non Paid,3,negative,Bored,Excited to complete level,Yes,Yes,No
762,24,Bachelor Level,Female,2.0,4.0,20,PC,22,Yes,5,FREE FIRE,Not regular,Non Paid,2,negative,Excited,Stressed,Yes,Yes,No
763,18,Bachelor Level,Male,3.52,5.0,18,PC,0,Yes,2,PES,Regular,Non Paid,2,negative,Excited,Excited to complete level,Yes,Yes,No
764,19,Bachelor Level,Female,3.66,4.0,19,PC,23,Yes,6,CALL OF DUTY,Not regular,Non Paid,3,negative,Excited,No feeling,No,Yes,Yes
765,24,Bachelor Level,Female,3.41,5.0,19,PC,0,No,3,COC,Not regular,Non Paid,4,positive,Bored,No feeling,Yes,Yes,Yes
766,28,Master's Level,Female,3.03,4.0,24,Mobile,1,No,4,CALL OF DUTY,Not regular,Non Paid,4,negative,Bored,Stressed,Yes,No,Yes
767,21,Bachelor Level,Male,3.45,3.8,18,Mobile,2,No,6,COC,Not regular,Non Paid,2,negative,Bored,Excited to complete level,Yes,Yes,No
768,23,Bachelor Level,Male,2.56,3.0,18,Mobile,1,No,2,PES,Regular,Paid,3,negative,Bored,Stressed,No,No,No
769,26,Master's Level,Male,3.69,4.28,21,Mobile,23,No,6,COC,Regular,Non Paid,2,negative,Excited,Stressed,Yes,No,No
770,27,Master's Level,Female,3.39,2.35,22,Mobile,23,No,4,COC,Regular,Paid,4,positive,Excited,Excited to complete level,No,Yes,Yes
771,28,Master's Level,Male,2.27,3.0,21,PC,22,Yes,2,CALL OF DUTY,Not regular,Paid,2,positive,Bored,Excited to complete level,No,No,Yes
772,26,Master's Level,Male,2.61,4.03,24,Mobile,1,Yes,6,COC,Regular,Non Paid,3,positive,Bored,Excited to complete level,Yes,No,No
773,21,Bachelor Level,Male,3.51,4.0,20,PC,1,No,2,IGA,Regular,Paid,2,negative,Excited,Stressed,Yes,Yes,Yes
774,26,Master's Level,Female,2.43,4.0,22,PC,2,Yes,4,COC,Not regular,Non Paid,3,negative,Bored,Excited to complete level,No,No,Yes
776,28,Master's Level,Female,2.84,4.0,21,Mobile,2,No,3,PES,Regular,Paid,3,negative,Excited,No feeling,No,No,Yes
777,28,Master's Level,Female,2.0,3.0,24,PC,0,Yes,4,IGA,Not regular,Paid,4,negative,Excited,Excited to complete level,No,Yes,No
778,20,Bachelor Level,Female,2.5,3.01,20,PC,22,No,3,FIFA,Not regular,Paid,2,negative,Excited,Stressed,No,Yes,No
779,20,Bachelor Level,Male,3.0,4.0,18,PC,2,No,4,IGA,Regular,Non Paid,4,negative,Excited,Excited to complete level,Yes,No,No
780,26,Master's Level,Male,3.0,4.02,24,Mobile,23,Yes,5,CALL OF DUTY,Regular,Non Paid,2,positive,Excited,No feeling,No,Yes,Yes
781,24,Bachelor Level,Female,2.36,3.65,21,Mobile,1,No,2,FREE FIRE,Not regular,Non Paid,2,negative,Excited,Excited to complete level,No,Yes,Yes
782,21,Bachelor Level,Male,3.0,5.0,19,PC,22,No,4,IGA,Not regular,Paid,3,negative,Bored,Excited to complete level,No,No,No
783,23,Bachelor Level,Male,2.5,2.23,21,PC,1,Yes,2,PES,Regular,Non Paid,3,positive,Bored,Excited to complete level,Yes,Yes,Yes
784,21,Bachelor Level,Male,3.0,4.0,21,Mobile,2,Yes,3,CALL OF DUTY,Not regular,Non Paid,2,negative,Excited,No feeling,No,Yes,No
785,21,Bachelor Level,Male,4.0,5.0,18,PC,1,No,4,PES,Regular,Non Paid,4,positive,Excited,Stressed,No,No,No
786,28,Master's Level,Male,3.8,4.0,23,Mobile,1,Yes,6,FREE FIRE,Regular,Non Paid,2,positive,Excited,Excited to complete level,No,Yes,Yes
787,20,Bachelor Level,Female,2.38,4.0,19,PC,1,No,5,FIFA,Regular,Paid,2,negative,Excited,Stressed,No,No,Yes
788,19,Bachelor Level,Male,2.86,4.5,18,PC,1,No,3,IGA,Regular,Non Paid,4,negative,Bored,Stressed,Yes,No,Yes
789,19,Bachelor Level,Male,3.59,3.0,18,Mobile,23,No,3,CALL OF DUTY,Not regular,Paid,2,negative,Excited,Stressed,No,No,Yes
790,24,Bachelor Level,Female,2.87,4.0,21,Mobile,0,Yes,2,PUBG,Regular,Paid,4,negative,Excited,No feeling,Yes,Yes,No
791,19,Bachelor Level,Male,3.0,4.66,21,Mobile,22,No,3,IGA,Regular,Non Paid,2,negative,Excited,Stressed,Yes,No,Yes
792,23,Bachelor Level,Male,3.75,5.0,18,PC,23,Yes,5,PES,Not regular,Non Paid,2,negative,Excited,Stressed,No,Yes,No
793,28,Master's Level,Female,2.18,5.0,21,PC,1,No,2,FREE FIRE,Not regular,Non Paid,3,negative,Excited,Stressed,No,Yes,Yes
794,21,Bachelor Level,Female,3.02,4.0,19,PC,1,Yes,5,CALL OF DUTY,Regular,Non Paid,2,positive,Bored,Stressed,Yes,Yes,No
795,27,Master's Level,Female,3.13,5.0,20,PC,23,Yes,2,PES,Regular,Non Paid,4,negative,Bored,Excited to complete level,No,No,No
796,20,Bachelor Level,Male,3.71,5.0,18,Mobile,1,Yes,3,CALL OF DUTY,Regular,Non Paid,2,negative,Excited,Stressed,No,No,No
797,21,Bachelor Level,Female,3.84,4.0,18,PC,0,No,6,FREE FIRE,Regular,Non Paid,4,negative,Excited,Excited to complete level,Yes,Yes,No
798,27,Master's Level,Male,3.65,3.0,22,Mobile,2,No,4,FREE FIRE,Regular,Non Paid,3,negative,Excited,Excited to complete level,Yes,No,No
799,19,Bachelor Level,Female,2.5,3.0,18,Mobile,22,No,3,FREE FIRE,Not regular,Non Paid,3,negative,Bored,No feeling,No,No,Yes
800,19,Bachelor Level,Male,2.0,3.0,20,PC,23,Yes,5,PES,Regular,Non Paid,4,negative,Excited,Stressed,Yes,Yes,No
801,24,Bachelor Level,Male,2.0,3.55,20,PC,23,No,4,FREE FIRE,Regular,Non Paid,2,positive,Excited,No feeling,No,No,No
802,22,Bachelor Level,Male,3.0,4.0,19,PC,22,No,6,CALL OF DUTY,Not regular,Paid,3,negative,Excited,Stressed,No,Yes,Yes
803,22,Bachelor Level,Female,3.94,5.0,18,Mobile,23,Yes,5,FREE FIRE,Regular,Non Paid,2,negative,Bored,No feeling,No,Yes,No
804,19,Bachelor Level,Male,3.87,4.1,19,Mobile,22,Yes,6,PES,Regular,Paid,3,negative,Bored,Excited to complete level,Yes,No,No
